age,country,music_style,favorite_artists,have_music_degree,track_memorized
20-29,台灣,Pop 流行樂,鄧紫棋/五月天/周杰倫,no,"-1,-1,0,-1,0,-1,1,-1,0,-1,-1,1,1,1,-1,0,-1,1,-1,1,-1,0,0,1,0,1,-1,1,1,-1,-1,-1,0,1,0,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,0,-1,1,-1,1,-1,0,-1,-1,-1,-1,0,-1,1,1,1,-1,1,-1,0,0,-1,1,-1,1,1,1,1,-1,-1,0,0,0,1,1,-1,-1,-1,0,1,-1,0,0,0,0,1,-1,0,0,-1,1,-1,0,1,-1,1,-1,0,1,-1,-1,1,-1,-1,1,-1,1,1,1,0,-1,0,0,1,-1,-1,1,-1,0,0,-1,-1,-1,1,1,1,1,-1,0,0,-1,-1,1,1,-1,-1,1,1,0,-1,0,-1,-1,0,0,1,0,-1,0,-1,-1,1,-1,0,-1,0,-1,0,1,-1,1,1,0,1,-1,0,1,0,-1,1,0,-1,1,1,-1,0,0,0,-1,0,0,1,1,1,-1,-1,-1,0,-1,-1,0,-1,1,-1,-1,1,0,0,0,-1,1,-1,1,-1,-1,-1,1,-1"
20-29,台灣,Pop 流行樂,陳奕迅、品冠、周傳雄,no,"-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,0,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,1,1,0,-1,0,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,0,-1,-1,1,0,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,0,1,-1,1,1,-1,-1,-1,-1,-1,1"
20-29,台灣,"Pop 流行樂, Folk / Country 民歌／鄉村歌曲, Hip-hop / Rap 嘻哈樂／饒舌樂, R & B / Soul 節奏藍調／靈魂樂","Jeremy Zucker, 莫宰羊, TRASH",no,"-1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,1,0,-1,0,0,-1,-1,0,1,-1,1,0,-1,0,0,-1,-1,-1,-1,0,-1,-1,0,-1,1,0,0,-1,-1,-1,1,1,1,-1,0,0,-1,-1,1,-1,-1,0,-1,-1,-1,-1,1,1,0,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,0,0,1,0,-1,-1,-1,1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,1,-1,0,0,-1,-1,0,-1,-1,0,0,0,-1,1,1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,-1,1,-1,0,-1,1,0,-1,-1,0,-1,1,-1,0,0,0,-1,-1,1,0,1,-1,0,0,-1,1,-1,-1,-1,0,-1,1,0,-1,-1,-1,-1,0,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,-1,0,-1,1,-1,1,-1,0,-1,-1,-1"
20-29,中華民國,"Pop 流行樂, Folk / Country 民歌／鄉村歌曲, Classical 古典樂, Hip-hop / Rap 嘻哈樂／饒舌樂, R & B / Soul 節奏藍調／靈魂樂, Rock 搖滾音樂, Jazz/Blues 爵士樂／藍調",Linkin Park/伍佰/GAI,no,"-1,-1,-1,1,0,-1,1,1,1,1,-1,1,-1,-1,1,1,0,-1,1,-1,-1,-1,-1,1,-1,1,-1,0,-1,1,-1,1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,1,-1,-1,0,1,-1,1,-1,1,-1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,1,1,1,-1,1,-1,1,-1,-1,1,1,0,-1,1,0,1,0,0,0,1,1,-1,-1,1,0,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,-1,1,-1,1,0,0,-1,-1,0,1,0,-1,1,-1,-1,-1,1,-1,-1,1,0,1,1,1,0,-1,-1,-1,-1,0,1,0,1,1,1,-1,-1,-1,0,1,1,1,1,1,1,1,-1,1,1,0,1,-1,-1,-1,1,-1,0,-1,0,-1,1,-1,0,-1,-1,-1,0,1,1,-1,-1,1,0,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,-1,1,1,0,1,-1,-1,-1,0,0,-1,1"
20-29,Taiwan,"Pop 流行樂, Indie Rock 獨立音樂",貝克小姐/Control T/甜約翰,no,"-1,-1,0,-1,-1,-1,-1,1,-1,1,1,0,0,1,0,1,1,-1,1,-1,0,1,0,0,-1,1,0,0,0,1,-1,-1,-1,-1,0,-1,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,1,-1,0,0,0,0,0,1,1,-1,0,-1,-1,1,0,-1,0,1,1,0,-1,1,0,0,-1,1,1,-1,0,1,1,-1,-1,0,1,-1,-1,0,-1,1,-1,-1,-1,0,0,-1,1,-1,1,-1,1,0,0,0,-1,0,-1,1,-1,0,-1,0,-1,1,-1,-1,0,-1,0,-1,-1,1,0,-1,0,0,1,1,0,1,0,-1,1,1,-1,-1,-1,-1,-1,1,-1,0,1,-1,0,-1,-1,1,-1,1,-1,1,1,0,1,-1,0,1,0,-1,-1,1,1,-1,0,0,0,-1,-1,1,1,-1,0,-1,0,-1,-1,-1,1,-1,0,1,0,-1,1,1,-1,1,-1,1,1,-1,1,-1,0,-1,-1,0,0,1,1,1,0,-1,-1,0,-1,-1,0,-1,1,-1,-1,0,-1,0,-1,0,0,1"
20-29,台灣,"Pop 流行樂, R & B / Soul 節奏藍調／靈魂樂, Rock 搖滾音樂, Jazz/Blues 爵士樂／藍調",韋禮安、林志炫、劉歡,no,"-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,0,1,-1,-1,0,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,0,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1"
20-29,台灣,"Classical 古典樂, Indie Rock 獨立音樂, R & B / Soul 節奏藍調／靈魂樂, Rock 搖滾音樂, Jazz/Blues 爵士樂／藍調",趙成珍、落日飛車、鄭興,yes,"-1,-1,0,1,-1,1,0,-1,0,0,-1,0,0,1,-1,1,-1,-1,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,0,0,1,0,1,-1,-1,0,-1,1,0,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,1,1,-1,-1,0,-1,-1,-1,1,1,1,0,1,0,-1,-1,0,1,-1,1,0,-1,1,0,-1,1,0,1,1,0,0,-1,1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,1,0,-1,-1,1,-1,1,0,-1,0,-1,-1,1,0,-1,0,0,-1,0,-1,-1,-1,-1,0,1,0,1,1,-1,-1,0,1,0,1,1,-1,-1,1,1,1,1,-1,1,1,-1,0,1,0,-1,-1,0,-1,1,1,1,0,1,-1,1,1,1,-1,-1,0,-1,1,1,-1,0,0,-1,1,0,1,-1,1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,-1,0,1,-1,-1,0,0,-1,-1,1,1,1,0,1,-1,0,1,1,0,1,0,0,1,0"
20-29,臺灣,"Pop 流行樂, Classical 古典樂, Electronic Dance Music (EDM) 電音","Aimyon, Coldplay, Bach",no,"0,-1,0,-1,0,1,-1,0,-1,0,0,0,-1,0,1,1,0,1,1,1,1,-1,0,-1,-1,1,0,0,0,1,0,0,1,1,1,0,1,0,-1,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,1,0,-1,0,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,0,-1,0,1,1,-1,0,1,0,-1,1,0,-1,-1,-1,1,0,1,1,-1,-1,0,1,1,-1,1,1,0,1,-1,-1,-1,1,-1,0,1,-1,1,0,-1,-1,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,0,0,1,1,1,-1,1,1,-1,1,0,-1,0,1,1,1,-1,1,0,0,1,0,1,-1,0,1,0,1,-1,1,1,-1,0,1,1,-1,1,0,-1,-1,0,-1,1,-1,1,-1,1,1,-1,1,0,-1,1,1,-1,-1,-1,0,0,1,0,0,0,-1,-1,-1,-1,-1,1,-1,1,0,-1,-1,0,1,0"
20-29,Vietnam,"Pop 流行樂, Folk / Country 民歌／鄉村歌曲, Classical 古典樂, Hip-hop / Rap 嘻哈樂／饒舌樂, Indie Rock 獨立音樂, Rock 搖滾音樂","Son Tung MTP, Duc Phuc, Dong Nhi",no,"1,1,1,1,-1,-1,1,1,-1,1,-1,1,0,-1,-1,-1,-1,1,-1,0,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,0,1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,-1,1,-1,1,-1,1,-1,1,-1,0,-1,1,-1,1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,0,-1,1,0,1,0,-1,1,-1,1,1,-1,0,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,1,0,0,0,1,1,-1,0,1,1,-1,0,-1,-1,1,-1,1,-1,1,1,0,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,0,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,0,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,1,1"
20-29,India,"Pop 流行樂, Folk / Country 民歌／鄉村歌曲, Electronic Dance Music (EDM) 電音, Rock 搖滾音樂, Religious 宗教音樂","Arijit Singh, Alan Walker, David Bowden",no,"-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,1,0,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1"
20-29,Taiwan,"Pop 流行樂, Hip-hop / Rap 嘻哈樂／饒舌樂, R & B / Soul 節奏藍調／靈魂樂",Ozi、Julia Wu、Trout fresh,no,"-1,0,0,-1,0,-1,-1,0,-1,0,-1,-1,-1,1,0,-1,1,1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,1,-1,1,-1,-1,-1,1,-1,0,-1,0,-1,0,0,-1,-1,0,-1,-1,0,0,0,0,1,1,1,1,-1,1,-1,-1,0,0,-1,1,1,-1,-1,1,-1,0,0,-1,-1,-1,-1,0,0,1,1,1,-1,0,0,-1,0,0,0,1,-1,0,1,0,1,0,0,1,-1,0,-1,0,0,0,1,0,-1,1,-1,-1,0,0,-1,1,-1,1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,1,0,1,0,0,1,0,1,-1,-1,0,-1,-1,-1,-1,1,-1,1,0,-1,0,-1,1,0,1,-1,0,0,1,-1,-1,-1,-1,0,-1,-1,1,1,1,-1,-1,-1,0,-1,0,1,-1,0,1,1,-1,-1,0,0,1,1,-1,1,-1,1,-1,-1,1,1,-1,1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,-1"
20-29,"Taiwan, R.O.C","Pop 流行樂, Folk / Country 民歌／鄉村歌曲, Electronic Dance Music (EDM) 電音, Indie Rock 獨立音樂","Aimer, Yoasobi, Eve",no,"1,-1,-1,1,-1,0,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,0,1,1,1,1,1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,1,-1,-1,1,-1,0,1,1,1,0,1,1,1,-1,1,1,-1,1,-1,-1,0,-1,1,1,1,-1,1,-1,-1,-1,1,1,0,1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,1,0,-1,1,-1,1,1,1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,0,1,-1,1,1,0,0,1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,1,1,1,-1,-1,1,0,-1,1,1,1,0,1,-1,1,1,-1,1,1,0,-1,-1,-1,1,-1,1,1,1,1,-1,-1,0,1,-1,1,-1,1,1,1,-1,-1,1,-1,0,-1,0,-1,-1,-1,-1,-1,1,-1,1,1,0,-1,1,1"
20-29,印尼,"Pop 流行樂, Electronic Dance Music (EDM) 電音","DECO*27, Ayase, Avicii",no,"0,-1,-1,-1,0,0,-1,1,0,0,-1,-1,1,1,-1,1,1,1,-1,1,0,-1,1,0,1,-1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,-1,0,1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,1,-1,-1,0,-1,1,0,1,-1,1,1,-1,0,0,1,-1,-1,-1,0,-1,-1,-1,0,0,1,1,-1,0,-1,-1,-1,1,0,1,0,1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,1,1,1,1,-1,1,0,1,-1,-1,0,0,1,-1,-1,0,-1,0,1,0,-1,-1,1,-1,0,0,0,1,-1,1,1,-1,0,-1,1,-1,0,1,1,-1,-1,0,-1,1,-1,-1,-1,0,1,0,1,-1,1,1,1,1,1,1,-1,1,1,1,0,-1,1,-1,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,0,1,-1,-1,1,-1,-1,-1,0,1,-1,1,1,0,-1,1,0,-1,0,0,-1,0,1,-1,1,-1,0,-1,-1,1,1"
20-29,台灣,"Pop 流行樂, Hip-hop / Rap 嘻哈樂／饒舌樂",宇宙人 康士坦丁變化球 dax,no,"-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,-1,0,1,-1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,0,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,0,-1,0,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,1,-1,0,-1,-1,-1"
20-29,Vietnam,"Pop 流行樂, Electronic Dance Music (EDM) 電音, Hip-hop / Rap 嘻哈樂／饒舌樂, R & B / Soul 節奏藍調／靈魂樂","Ariana Grande, Taylor Swift, Son Tung MTP",no,"-1,1,1,-1,0,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,1,1,-1,-1,0,-1,0,-1,1,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,0,1,-1,1,0,1,-1,1,1,-1,-1,-1,-1,-1,1,1,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,1,-1,0,0,0,-1,1,0,-1,-1,-1,-1,0,1,0,1,-1,-1,-1,0,0,1,1,0,-1,-1,1,1,-1,-1,0,-1,0,1,-1,0,1,0,-1,-1,-1,-1,-1,1,0,-1,0,-1,-1,-1,1,-1,0,1,-1,-1,1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,1,0,-1,1,-1,0,1,-1,0,0,1,-1,-1,-1,0,-1,1,1,1,-1,0,-1,-1,-1,0,1,1,-1,0,1,1,0,-1,-1,1,-1,-1,1,0,0,0,-1,-1,1,1,-1,1,0,-1,-1,-1,-1,0,-1,1,1,1"
20-29,Taiwan,"Pop 流行樂, Indie Rock 獨立音樂",yoasobi milet aimer,no,"-1,0,0,0,1,0,1,1,-1,-1,1,-1,0,-1,0,1,0,1,1,-1,1,1,0,1,-1,1,-1,0,-1,-1,1,1,-1,-1,1,0,-1,1,0,1,1,-1,1,1,-1,1,1,0,-1,1,-1,1,-1,0,-1,1,0,0,1,1,1,-1,0,0,1,1,1,1,-1,1,-1,1,-1,1,1,0,1,1,-1,0,-1,-1,-1,-1,1,0,1,0,0,0,-1,-1,-1,1,-1,1,0,-1,0,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,0,1,-1,-1,-1,0,1,1,1,0,0,0,-1,1,-1,-1,1,-1,-1,0,-1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,1,-1,1,1,1,0,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,1,0,1,1,0,-1,1,1,-1,-1,-1,0,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,1,-1,1,1,1,0,1,1,0,1,1,1,1,1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,-1,-1"
20-29,Taiwan,"Classical 古典樂, Electronic Dance Music (EDM) 電音, R & B / Soul 節奏藍調／靈魂樂, Jazz/Blues 爵士樂／藍調","Rebecca Sugar, Andrew Lloyd Webber, Charlie Puth",no,"-1,1,0,-1,1,-1,1,1,1,1,-1,1,1,1,1,1,0,1,1,1,1,1,-1,1,0,1,1,-1,1,-1,1,1,1,1,-1,0,-1,-1,1,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,0,1,1,-1,0,0,-1,-1,1,-1,-1,1,-1,-1,0,1,-1,1,1,1,1,1,-1,-1,1,-1,0,1,1,0,0,1,-1,-1,-1,0,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,0,1,1,1,-1,-1,1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,0,1,1,1,-1,1,0,-1,1,-1,-1,1,1,1,1,0,-1,-1,1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,1,1,1,0,1,-1,1,1,1,1,1,1,1,0,1,0,-1,-1,-1,0,1,1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,1,1,1,1"
20-29,台灣,"Pop 流行樂, Folk / Country 民歌／鄉村歌曲, Classical 古典樂, Hip-hop / Rap 嘻哈樂／饒舌樂",莫札特 貝多芬 旺福,no,"-1,1,1,1,-1,-1,-1,1,-1,1,-1,0,-1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,0,1,-1,1,-1,1,1,-1,-1,1,-1,1,1,1,-1,1,0,1,-1,1,-1,-1,1,-1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,0,1,-1,1,-1,-1,1,0,-1,1,1,-1,1,1,1,1,0,-1,-1,-1,1,-1,0,1,1,0,1,-1,-1,-1,1,1,0,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,0,1,1,-1"
20-29,中華民國,"Pop 流行樂, Folk / Country 民歌／鄉村歌曲, Classical 古典樂, Electronic Dance Music (EDM) 電音, Hip-hop / Rap 嘻哈樂／饒舌樂, R & B / Soul 節奏藍調／靈魂樂","troye sivan, taylor swift, keshi",no,"-1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,-1,0,-1,1,1,-1,1,0,-1,1,1,-1,-1,-1,-1,1,-1,-1,0,-1,1,0,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,1,-1,0,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,0,1,0,1,-1,0,1,-1,1,1,-1,0,1,1,0,-1,-1,1,-1,1,1,1,1,-1,1,1,-1,1,1,1,-1,0,-1,1,1,1,-1,0,-1,0,0,-1,-1,0,-1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,1,1,0,1,-1,1,-1,1,-1,1,-1,-1,-1,1,1,1,0,-1,-1,0,0,-1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,0,1,-1,1,-1,1,0,-1,1,-1,-1,1,1,1,-1,1,-1,1"
20-29,台灣,"Pop 流行樂, Classical 古典樂, Hip-hop / Rap 嘻哈樂／饒舌樂","周興哲，PGOne, 鄧紫棋",no,"1,-1,0,1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,1,1,0,0,0,1,-1,1,0,-1,1,-1,0,1,-1,-1,0,-1,0,0,1,1,0,1,-1,0,1,1,0,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,0,-1,1,0,-1,0,1,-1,1,-1,1,1,1,-1,0,0,-1,1,-1,1,-1,1,0,-1,0,0,1,1,-1,0,0,-1,0,-1,-1,1,-1,-1,0,0,0,-1,1,-1,1,1,0,-1,-1,-1,-1,0,0,0,-1,0,-1,-1,0,1,1,0,1,-1,-1,0,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,0,-1,-1,0,1,1,-1,1,-1,1,-1,0,1,-1,-1,-1,1,1,-1,-1,0,1,-1,-1,-1,-1,0,1,0,1,0,-1,1,1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,0,1,-1,0,-1,-1,0,1,-1,-1,-1,-1,1,0,0,-1,0,0,1,-1,0,1,1,0,0,0,0,-1"
20-29,台灣,Hip-hop / Rap 嘻哈樂／饒舌樂,盧廣仲 理想混蛋 南西肯恩,no,"-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1,-1,1,1,0,-1,-1,-1,1,-1,0,1,-1,1,-1,1,1,-1,1,1,1,0,-1,-1,1,1,-1,1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,-1,-1,0,1,-1,0,1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,0,-1,-1,-1,1,-1,0,-1,0,-1,-1,1,-1,-1,1,1,1,-1,0,-1,1,-1,-1,-1,1,1,-1,-1,-1,0,1,0,1,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,1,0,0,1,1,-1,-1,-1,1,0,1,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,0,0,-1,-1,-1,1,-1,-1,0,1,-1,1,1,-1,-1,-1,1,1,1,-1,1,1,-1,0,-1,0,-1,-1,-1,1,1,-1,-1,-1,1,1"
